Advertiser_ID,Advertiser_Name,Public_IDs_List,Regions,Elections,Total_Creatives,Spend_USD,Spend_EUR,Spend_INR,Spend_BGN,Spend_HRK,Spend_CZK,Spend_DKK,Spend_HUF,Spend_PLN,Spend_RON,Spend_SEK,Spend_GBP
AR146731201116241920,NETWIT.PL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOSCIĄ,,"EU, PL",EU-Parliament,3,100,100,8250,200,800,3000,1000,37500,400,525,750,100
AR146984913424351232,Tidewater Strategies,EIN ID 46-1913576,US,US-Federal,1,700,600,50500,1175,4400,15000,4500,195000,2600,2775,6000,550
AR147326998979543040,JAKE AUCHINCLOSS FOR CONGRESS,EIN ID 84-3252235,US,US-Federal,3,3000,2700,211750,5250,20000,69000,20000,885000,11500,12750,28500,2300
AR147485878409756672,JUSTIN BERRY CAMPAIGN,EIN ID 84-3549051,US,US-Federal,1,100,50,4250,100,400,1000,500,15000,200,225,750,50
AR147589644819628032,JOE CUNNINGHAM FOR CONGRESS,FEC ID C00650507,US,US-Federal,36,19700,17050,1426000,33375,126800,438000,127500,5535000,73300,79650,177000,15100
AR148211418645135360,GroenLinks,,"EU, NL",EU-Parliament,23,16100,14450,1126000,28275,107400,373000,108000,4717500,62200,68850,155250,12700
AR148284536168382464,KIRKPATRICK FOR CONGRESS,FEC ID C00651042,US,US-Federal,24,114100,99200,8355500,194075,736800,2561000,740000,32100000,427000,462750,1028250,87600
AR149014337011318784,ONEGREENOAK LLC,EIN ID 81-4100702,US,US-Federal,3,800,650,53750,1325,5000,17000,5000,217500,2900,3150,6750,600
AR149173766197346304,ΚΩΣΤΗΣ ΧΑΤΖΗΔΑΚΗΣ,,"EU, GR",EU-Parliament,37,11600,10300,801000,20125,76100,262000,77000,3322500,43800,48675,108750,9150
AR149454416540336128,"YOUNG FOR IOWA, INC.",FEC ID C00545616,US,US-Federal,20,20900,18150,1513250,35475,134700,468000,135500,5872500,78100,84600,188250,16000
AR149470222019985408,CSU-Ortsverband Eichstätt,,"DE, EU",EU-Parliament,6,0,0,1250,25,100,0,0,7500,100,75,0,0
AR149746886633324544,CHRIS DEPIZZO FOR CONGRESS,FEC ID C00659151,US,US-Federal,30,14100,12250,1031750,23950,90900,316000,91500,3960000,52700,57075,126750,10800
AR149834435246686208,FRIENDS OF SPENCER COX,EIN ID 46-5688086,US,US-Federal,4,6100,5550,434750,10800,41100,141000,41500,1830000,23700,26325,58500,4800
AR150429820793126912,PATRICK PAOLUCCI,,US,US-Federal,3,1100,950,74500,1850,7000,24000,7000,307500,4000,4500,9750,850
AR150536335982067712,CISNEROS FOR CONGRESS,FEC ID C00650648,US,US-Federal,38,375100,325500,27313500,636650,2417600,8385000,2428000,105232500,1400600,1516950,3374250,287500
AR150782626586689536,TINA SMITH FOR MINNESOTA,FEC ID C00663781,US,US-Federal,84,162200,140450,11803750,274725,1042500,3617000,1047500,45502500,604300,654825,1457250,124200
AR150822483883196416,Partidul Uniunea Salvati Romania,,"DE, ES, EU, FR, GB, IT, RO",EU-Parliament,202,119700,107150,8381750,209625,795100,2762000,800500,34927500,461400,509925,1149750,93650
AR151615506644729856,"AMERICAN ACTION NETWORK, INC",EIN ID 27-0730508,US,US-Federal,282,733600,662850,52374750,1296375,4930400,16911000,4953000,220492500,2843000,3167400,6994500,562900
AR152236180958609408,PETE SESSSIONS FOR CONGRESS,FEC ID H2TX03126,US,US-Federal,1,4200,3650,308250,7100,26900,94000,27000,1177500,15600,16950,37500,3200
AR152392036731846656,JOE COLLINS FOR CONGRESS,FEC ID C00705236,US,US-Federal,20,600,500,40000,1000,3800,13000,4000,172500,2200,2400,5250,450
AR152876371603881984,CDU-Kreisverband Neustadt,,"DE, EU",EU-Parliament,2,400,400,29750,750,2900,10000,3000,127500,1600,1800,3750,350
AR152882144039927808,Socialdemokraterne Aarhus 1. Kreds,,"DK, EU, PL, RO",EU-Parliament,197,18100,16200,1260750,31650,120000,417000,121000,5242500,69300,76800,172500,14250
AR153153860850941952,Senior MMG LLC,EIN ID 82-5332900,US,US-Federal,2,12300,10500,838750,20550,77600,272000,78500,3390000,45400,48975,108000,9250
AR153498420307296256,ELISE FOR CONGRESS,FEC ID C00547893,US,US-Federal,21,28800,25050,2089000,48950,185700,646000,186500,8100000,107800,116700,259500,22050
AR153505017377062912,EMMER FOR CONGRESS,FEC ID C00545749,US,US-Federal,2,4300,3750,313000,7275,27700,96000,28000,1207500,16000,17325,39000,3300
AR153603011350888448,KUZMICH FOR CONGRESS,EIN ID 83-2539896,US,US-Federal,8,600,550,45000,1100,4200,15000,4000,187500,2400,2700,6000,500
AR15363475974914048,GARRET GRAVES FOR CONGRESS,FEC ID C00558486,US,US-Federal,40,7400,6450,536000,12625,48000,167000,48000,2077500,27800,30075,66750,5650
AR153768075534008320,Folkstyret,,"EU, SE",EU-Parliament,25,1200,1100,88000,2200,8300,29000,8500,367500,4800,5325,12000,950
AR153799136737492992,"SETH MOULTON FOR AMERICA, INC",EIN ID 83-4454554,US,US-Federal,15,62000,55200,4322250,107975,409100,1418000,412000,17865000,236400,261975,589500,48450
AR154007081874096128,CITIZENS OF THE AMERICAN REPUBLIC,EIN ID 82-3509136,US,US-Federal,10,1800,1650,131250,3250,12300,42000,12500,555000,7100,7950,17250,1400
AR154043503196766208,JASON LEWIS FOR SENATE,EIN ID 84-2732481,US,US-Federal,24,1100,950,76000,1875,7200,25000,7000,322500,4200,4575,10500,850
AR15428347160952832,KEN HARBAUGH FOR CONGRESS,FEC ID C00646752,US,US-Federal,19,15700,13600,1112250,26600,100900,350000,101500,4395000,58400,63225,141000,12100
AR155046807557111808,The Independent Group (TIG) LTD,,"EU, GB",EU-Parliament,28,9200,8250,645750,16150,61300,213000,61500,2692500,35500,39300,88500,7250
AR15516582969081856,ADDO DIGITAL IKE,,"EU, GR",EU-Parliament,2,100,50,5000,125,500,2000,500,22500,300,300,750,50
AR155750220120981504,PROGRESS NC ACTION IE PAC,EIN ID 83-1926252,US,US-Federal,9,700,600,49000,1150,4300,15000,4500,187500,2500,2700,6000,500
AR155858659455270912,JUSTIN AMASH FOR CONGRESS,FEC ID C00476291,US,US-Federal,15,6700,6050,478500,11825,45000,153000,45000,2017500,25800,28875,63750,5150
AR156023723638390784,HOUSE MAJORITY FORWARD,EIN ID 83-4185105,US,US-Federal,13,161000,145500,11351250,284575,1077000,3741000,1086500,48037500,628000,689550,1547250,129600
AR156056708987224064,VANSANT FOR CONGRESS,EIN ID 83-2449223,US,US-Federal,5,100,50,5750,150,500,2000,500,22500,300,375,750,50
AR156165835516280832,MCCASKILL FOR MISSOURI,FEC ID C00431304,US,US-Federal,369,763900,664650,55371500,1300000,4937800,17134000,4958000,215062500,2861400,3095325,6911250,589100
AR156209815981391872,AMERICAN PATRIOTS PAC,FEC ID C00668905,US,US-Federal,15,11700,10200,859250,19925,75600,263000,76000,3292500,43900,47550,105750,8950
AR156613886504599552,Solidarité DéFI,,"BE, EU",EU-Parliament,2,1000,850,66500,1675,6300,22000,6500,277500,3700,4050,9000,750
AR156623232353435648,ILLINOIS REPUBLICAN PARTY,FEC ID C00005926,US,US-Federal,30,27500,23900,1984000,46700,177400,615000,178000,7717500,102800,111150,247500,21100
AR156652506850525184,ALEX MORSE FOR CONGRESS,EIN ID 84-2509695,US,US-Federal,8,1500,1350,107250,2650,10100,35000,10000,450000,5800,6450,14250,1150
AR156845883458060288,NEWS FOR DEMOCRACY,EIN ID 83-1737240,US,US-Federal,4,44300,38900,3220000,76100,289300,1004000,290000,12532500,167800,181350,402000,34150
AR157010260446412800,JESSICA MORSE FOR CONGRESS,FEC ID C00650408,US,US-Federal,13,3800,3300,275500,6450,24500,85000,24500,1065000,14200,15375,34500,2900
AR157182608894066688,REPUBLICAN COMMITTEE OF CHESTER COUNTY,EIN ID 23-1539022,US,US-Federal,1,300,300,23750,575,2200,8000,2000,97500,1300,1425,3000,250
AR157291735423123456,NRCC,FEC ID C00075820,US,US-Federal,1707,3445900,3025400,249111250,5917350,22463100,77921000,22574500,980970000,13020800,14179425,31546500,2665300
AR158243912492777472,JOHNSON FOR CONGRESS,FEC ID C00476820,US,US-Federal,68,20600,17950,1512750,35100,133300,463000,134000,5805000,77300,83700,186000,15850
AR158417635329966080,PATIENTS FOR AFFORDABLE DRUGS ACTION,FEC ID 275129182,US,US-Federal,1,25500,21900,1756500,42825,162100,561000,163000,7072500,93900,101325,225750,19500
AR158424507277639680,Lega per Salvini Premier,,"EU, IT",EU-Parliament,38,62000,55500,4338000,108600,412300,1431000,414500,18090000,238900,264375,597000,48700
AR158754085888065536,CARTWRIGHT FOR CONGRESS,FEC ID C00509968,US,US-Federal,8,8700,7700,620750,15050,57100,198000,57500,2512500,33100,36300,81000,6800
AR158908704710721536,FORNEY CAMPAIGN,EIN ID 84-3457469,US,US-Federal,2,200,200,14750,375,1400,5000,1500,60000,800,900,2250,150
AR158931244699090944,CAPITO FOR WEST VIRGINIA,FEC ID C00539825,US,US-Federal,1,300,250,21250,525,2000,7000,2000,90000,1200,1275,3000,250
AR159040371228147712,LEADERSHIP MKE,EIN ID 82-3730364,US,US-Federal,6,300,250,18250,450,1700,6000,1500,75000,1000,1050,2250,200
AR159188942736850944,HUNT FOR CONGRESS,FEC ID C00701003,US,US-Federal,6,4600,4100,323750,8050,30600,105000,31000,1357500,17700,19575,43500,3600
AR159365964108922880,DEFENDING DEMOCRACY TOGETHER,EIN ID 82-3877328,US,US-Federal,66,166100,149350,11774750,292100,1110600,3818000,1115500,49320000,640200,709650,1596000,129750
AR159467256617631744,SANDBECK FOR CONGRESS,FEC ID C00694976,US,US-Federal,2,100,100,9500,225,900,3000,1000,37500,500,600,1500,100
AR159631771044937728,Studio Montrucchio Capello snc,,"EU, IT",EU-Parliament,8,900,800,60750,1525,5800,20000,6000,255000,3300,3675,8250,700
AR159884796158279680,Cabinet Office,,"EU, GB",EU-Parliament,1,1800,1650,128750,3175,12100,41000,12000,547500,7000,7800,17250,1350
AR16018922344022016,UNITED FOOD AND COMMERCIAL WORKERS INTERNATIONAL UNION ACTIVE BALLOT CLUB,FEC ID C00002766,US,US-Federal,2,900,850,66250,1650,6300,22000,6500,277500,3600,4050,9000,750
AR160260416818118656,PAC FOR A CHANGE,FEC ID C00342048,US,US-Federal,5,24400,21250,1775750,41575,158000,548000,158500,6855000,91500,99000,219750,18750
AR16026481486462976,GALEOTOS FOR GOVERNOR INC.,EIN ID 82-4377805,US,US-Federal,9,3200,2800,222500,5450,20600,72000,20500,900000,12000,12900,28500,2450
AR160549313498316800,DR. AL GROSS FOR U.S. SENATE,EIN ID 83-3487001,US,US-Federal,24,2900,2600,202000,5075,19200,66000,19500,847500,11100,12300,27750,2300
AR160915725748273152,DOUG MAYS FOR CONGRESS,FEC ID C00678516,US,US-Federal,5,0,0,1500,50,100,1000,0,7500,100,75,0,0
AR161292171041832960,CARLOS GIMENEZ FOR CONGRESS,EIN ID 84-4226850,US,US-Federal,1,200,150,13750,350,1300,4000,1500,60000,700,825,1500,150
AR161661194631905280,NO LABELS ACTION INC,EIN ID 83-0880264,US,US-Federal,7,2900,2500,211250,4850,18400,64000,18500,802500,10700,11550,25500,2200
AR161719056431316992,JOHN BEL EDWARDS CAMPAIGN LLC,EIN ID 47-3960176,US,US-Federal,2,5800,5200,410500,10200,38800,133000,39000,1717500,22200,24750,56250,4500
AR161795335050493952,POLIS FOR COLORADO,EIN ID 82-1781651,US,US-Federal,197,145500,125900,10408250,246275,933800,3245000,939000,40740000,542300,586725,1304250,111100
AR162298636498108416,BETH VAN DUYNE FOR CONGRESS,FEC ID C00714865,US,US-Federal,9,5600,5050,399000,9900,37600,129000,38000,1680000,21700,24075,54000,4350
AR162812108428279808,ΚΙΚΙΛΙΑΣ ΒΑΣΙΛΕΙΟΣ,,"EU, GR",EU-Parliament,50,8800,7800,610250,15300,57800,199000,58500,2527500,33200,36975,82500,7000
AR164198867468812288,"PLANNED PARENTHOOD ACTION FUND, INC.",EIN ID 13-3539048,US,US-Federal,1,44400,38600,3272000,75475,286500,995000,288000,12510000,166200,180225,402000,34050
AR164284079619964928,GRAFTET MICHAŁ TETERYCZ,,"EU, PL",EU-Parliament,252,3000,2700,211000,5275,20000,70000,20000,892500,11700,12825,29250,2400
AR164590293608300544,TED DEUTCH FOR CONGRESS COMMITTEE,FEC ID C00469163,US,US-Federal,13,10000,8800,736750,17225,65400,227000,65500,2842500,37900,41025,91500,7800
AR164999311933833216,FRIENDS OF DUSTY JOHNSON,FEC ID C00628917,US,US-Federal,15,2700,2350,191750,4575,17300,60000,17500,750000,10100,10875,24000,2050
AR165256735093686272,Atelierul de Internet SRL,,"AT, DE, ES, EU, FR, GB, IT, RO",EU-Parliament,517,134100,121100,9519500,236825,900400,3099000,904500,40140000,518400,576000,1298250,104950
AR165282436177985536,MuSlate Online Services OPC PVT LTD,,IN,IN-General,19,300,250,20250,500,1900,7000,2000,82500,1100,1200,3000,200
AR165952588515115008,HIMES FOR CONGRESS,EIN ID 38-3759772,US,US-Federal,3,4300,3800,316750,7450,28300,98000,28500,1230000,16400,17775,39000,3350
AR166127685741838336,ALICE MADDEN FOR SENATE,FEC ID S0CO00534,US,US-Federal,5,2900,2600,205250,5125,19400,67000,19500,855000,11300,12450,27750,2350
AR166222656058687488,FRIENDS OF NICK FREITAS,EIN ID 47-2698259,US,US-Federal,5,300,250,20750,525,2000,7000,2000,90000,1100,1275,3000,250
AR166505642863886336,FREEDOM CLUB,EIN ID 80-0684337,US,US-Federal,89,10900,9800,775250,19200,73000,251000,73500,3255000,42100,46800,104250,8450
AR166715924462698496,Asociația Platforma Inițiativa România,,"EU, RO",EU-Parliament,5,0,0,0,0,0,0,0,0,0,0,0,0
AR166930191791161344,BRANDON BATCH FOR CONGRESS,EIN ID 84-3166127,US,US-Federal,8,5900,5350,423500,10500,39900,137000,40000,1785000,22900,25650,57000,4600
AR167070242084749312,Dansk Folkeparti - Århus Lokalforening,,"DK, EU",EU-Parliament,6,500,450,34250,850,3300,11000,3500,142500,1900,2100,4500,400
AR167071479035330560,RENEE SWANN FOR CONGRESS,FEC ID H0TX17195,US,US-Federal,4,300,250,18750,450,1800,6000,2000,75000,1000,1125,2250,200
AR167078488421957632,"RESTORE OUR HEALTHCARE, INC.",FEC ID C00690800,US,US-Federal,6,7200,6300,524250,12350,47000,163000,47000,2032500,27200,29475,65250,5550
AR167424834584707072,AMERICAN ACTION NETWORK INC,FEC ID C90011230,US,US-Federal,47,191400,164350,13152750,321475,1217100,4228000,1225000,53032500,705700,762450,1695750,146350
AR167847184488726528,"DONE! VENTURES, LLC",EIN ID 73-1630180,US,US-Federal,34,2100,1900,148250,3675,14000,48000,14000,622500,8100,9000,20250,1600
AR167968543084642304,PRAMANYA STRATEGY CONSULTING PRIVATE LIMITED,,IN,IN-General,114,272600,242650,18812750,474575,1802400,6243000,1811000,77715000,1042000,1154250,2529750,208050
AR16800537672417280,MATT CALDWELL CAMPAIGN,EIN ID 82-1363402,US,US-Federal,2,5000,4350,350250,8550,32500,113000,32500,1417500,18800,20325,45750,3900
AR169261019003092992,PACRONYM,EIN ID 82-1784228,US,US-Federal,37,16500,14450,1215250,28225,107100,373000,107500,4665000,62100,67275,149250,12750
AR169797580677447680,HOTEL WORKERS FOR STRONGER COMMUNITIES,FEC ID C90018011,US,US-Federal,20,2200,2000,156750,3875,14700,51000,15000,645000,8500,9300,21000,1800
AR169844997116395520,`Nu Media Elżbieta Jażdżewska,,"EU, PL",EU-Parliament,8,1600,1500,117000,2925,11100,39000,11000,502500,6500,7125,16500,1350
AR170068335415787520,Slovenska demokratska stranka,,"EU, SI",EU-Parliament,58,5500,4950,386250,9650,36600,127000,37000,1605000,21200,23475,53250,4300
AR170097472473923584,COMMITTEE TO ELECT DAN TAXATION IS THEFT BEHRMAN,FEC ID C00695320,US,US-Federal,4,1000,950,73250,1825,6900,24000,7000,307500,4000,4425,9750,800
AR170283564816924672,FRIENDS OF SUSAN BROOKS,FEC ID C00500207,US,US-Federal,37,36200,31300,2642000,61200,232300,805000,233500,10132500,134600,145800,324750,27700
AR170456188142485504,BYRNE FOR CONGRESS,FEC ID C00545673,US,US-Federal,2,500,400,34500,800,3100,11000,3000,135000,1800,1950,4500,350
AR170726255686057984,MIKE JOHNSON FOR LOUISIANA,FEC ID C00608695,US,US-Federal,8,3300,2950,232500,5775,21900,75000,22000,982500,12600,14100,30750,2500
AR170802534305234944,BERA FOR CONGRESS,FEC ID C00461061,US,US-Federal,29,85400,73800,6252000,144400,548000,1901000,550500,23910000,317400,344175,766500,65200
AR171039479061020672,CITIZENS FOR EVELYN,EIN ID 83-4326883,US,US-Federal,1,1100,1000,79500,1975,7500,26000,7500,330000,4400,4800,10500,900
AR171061606732529664,TRUE DEMOCRATS FOR CUNNINGHAM,FEC ID C00732891,US,US-Federal,6,300,250,20750,525,2000,7000,2000,90000,1100,1275,3000,200
AR17128192137494528,AMERICAN POTENTIAL,FEC ID C90015785,US,US-Federal,20,9800,8550,722000,16750,63600,221000,64000,2767500,36800,39900,88500,7550
AR171701934816755712,ELECT AARON LIEBERMAN,EIN ID 82-5527219,US,US-Federal,7,500,450,37750,875,3300,12000,3500,142500,1900,2100,4500,400
AR171972414677188608,WISCONSIN NEXT PAC,FEC ID C00656728,US,US-Federal,72,8400,7250,597000,14125,53700,186000,54000,2340000,31000,33675,75000,6450
AR172202212607393792,COLLINS FOR SENATOR,FEC ID C00314575,US,US-Federal,53,84700,76450,6035250,149550,568800,1945000,571500,25492500,327300,364800,810000,65200
AR172216781136461824,Lemiamas Šuolis,,"EU, LT",EU-Parliament,3,1000,850,67750,1700,6500,22000,6500,277500,3700,4125,9000,750
AR17232095986319360,BILL CASSIDY FOR US SENATE,FEC ID C00543983,US,US-Federal,6,6000,5400,424750,10550,40100,138000,40500,1777500,23200,25650,57750,4750
AR172483412706197504,LORI TRAHAN FOR CONGRESS COMMITTEE,FEC ID C00655647,US,US-Federal,3,2600,2300,180000,4500,17000,59000,17000,757500,9900,10875,24750,2050
AR172620851659669504,STAND UP REPUBLIC INC,EIN ID 81-5016758,US,US-Federal,6,21200,19150,1519000,37475,142000,493000,143000,6345000,82900,90825,204750,17000
AR172638718723620864,DEMOCRATIC PARTY OF WISCONSIN,EIN ID 39-0793066,US,US-Federal,124,1700,1500,117500,2900,11000,38000,11000,495000,6400,7050,15750,1300
AR172666893709082624,Madde Gangadhar,,IN,IN-General,3,0,0,1250,25,100,0,0,7500,100,75,0,0
AR173764618630463488,RAINMAKER INC,EIN ID 27-0683604,US,US-Federal,2,300,250,21750,500,1900,7000,2000,82500,1100,1200,3000,200
AR173784134961856512,WHITE COAT WASTE PAC,FEC ID C00632760,US,US-Federal,6,300,250,18500,450,1700,6000,1500,75000,1000,1050,2250,200
AR174224214490873856,"IMM, LLC",EIN ID 61-1709313,US,US-Federal,340,2900,2500,208000,4850,18400,64000,18500,802500,10700,11550,25500,2200
AR174788813711736832,PETERS FOR MICHIGAN,FEC ID C00437889,US,US-Federal,85,8600,7650,601500,15000,56900,196000,57500,2482500,32700,36300,81000,6750
AR174910034868699136,NORTH CAROLINA REPUBLICAN PARTY,FEC ID C00038505,US,US-Federal,2,0,0,0,0,0,0,0,0,0,0,0,0
AR175016550057639936,ALASKANS FOR DON YOUNG,FEC ID C00012229,US,US-Federal,12,2300,2100,167250,4125,15700,54000,16000,705000,9000,10125,22500,1800
AR175306133932605440,RESTORATION PAC,FEC ID C00571588,US,US-Federal,413,272700,238500,19365750,466500,1770000,6145000,1779000,77377500,1026600,1116450,2484000,210150
AR175792805266849792,FRIENDS OF NICK FREITAS INC,FEC ID C00729335,US,US-Federal,29,1000,850,68500,1700,6500,22000,6500,285000,3700,4125,9000,750
AR176432033839448064,NARAL PRO-CHOICE AMERICA,FEC ID C90004185,US,US-Federal,68,108500,94700,7933750,185200,703400,2444000,706500,30600000,407900,441375,981000,83600
AR176443028955725824,LORIE ZAPF FOR COUNCIL 2018,EIN ID 82-1791523,US,US-Federal,5,1100,950,81750,1900,7200,25000,7000,315000,4200,4500,9750,850
AR176675850542907392,BECKER FOR CONGRESS,FEC ID C00712489,US,US-Federal,5,100,50,4250,100,400,1000,500,15000,200,225,750,50
AR176705399917903872,JACKIE GORDON FOR CONGRESS,FEC ID C00706549,US,US-Federal,6,200,200,17750,450,1700,6000,1500,75000,1000,1050,2250,200
AR176823734856843264,Euroopassa Suomen Tähden ry,,"EU, FI",EU-Parliament,3,1400,1300,100750,2525,9600,33000,9500,420000,5500,6150,13500,1100
AR176888468603928576,FRIENDS OF MCCORMICK,FEC ID C00706747,US,US-Federal,3,400,400,31000,775,2900,10000,3000,127500,1700,1875,4500,350
AR178835566257766400,BUCSHON FOR CONGRESS,FEC ID C00468256,US,US-Federal,3,1300,1150,94750,2200,8400,29000,8500,367500,4900,5250,12000,1000
AR179100823437967360,COMMITTEE TO ELECT ALLEN SMITH,FEC ID C00698001,US,US-Federal,32,200,150,12500,325,1200,4000,1000,52500,700,750,1500,150
AR17917091730423808,Bündnis 90/Die Grünen Baden-Württemberg,,"DE, EU",EU-Parliament,170,6600,5900,461000,11550,43800,152000,44000,1920000,25400,28125,63750,5150
AR179394118164676608,PLANNED PARENTHOOD OF MINNESOTA POLITICAL ACTION FUND,FEC ID C00684530,US,US-Federal,3,2400,2100,174750,4125,15600,54000,15500,675000,9100,9825,21750,1850
AR179733454940798976,COLORADO REPUBLICAN COMMITTEE,EIN ID 84-0690399,US,US-Federal,2,1200,1100,86000,2125,8100,28000,8000,360000,4600,5175,12000,950
AR179784032475676672,EVELYN FOR NY,EIN ID 84-3697163,US,US-Federal,2,1200,1050,82250,2025,7700,26000,8000,345000,4400,4950,11250,900
AR179854538658807808,AMERICANS UNITED FOR VALUES,EIN ID 81-1124556,US,US-Federal,22,3100,2750,216250,5425,20500,71000,20500,892500,11800,13050,29250,2500
AR181544213152792576,Arnora Oy,,"EU, FI",EU-Parliament,1,600,500,38250,950,3600,13000,3500,157500,2100,2325,5250,400
AR181989652800995328,ACC WISCONSIN PAC,EIN ID 1100106,US,US-Federal,1,0,0,250,0,0,0,0,0,0,0,0,0
AR182061533373661184,PATIENTS FOR AFFORDABLE DRUGS ACTION,FEC ID C00680926,US,US-Federal,14,7400,6450,528750,12575,47700,166000,48000,2077500,27600,29925,66750,5700
AR182096305428889600,JEFF MOORE FOR NC HOUSE,Registered in North Carolina,US,US-Federal,20,100,100,7250,175,700,2000,500,30000,400,450,750,100
AR182604692117782528,DREW EDMONDSON FOR GOVERNOR,EIN ID 82-1086860,US,US-Federal,1,100,50,5750,125,500,2000,500,22500,300,300,750,50
